账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,10713321.79,10713321.79,10713321.79,10713321.79,0,11975794.07,1262472.28,0,0,1262472.28,-24209.243,0,0,0
101800000076 (集中交易) ,10713321.79,10713321.79,10713321.79,10713321.79,0,11975794.07,1262472.28,0,0,1262472.28,-24209.243,0,0,0
