账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,101038.16,9767,9767,9767,0,43550701.028,14097945.18,29442988.848,0,43540934.028,24473.407,0,0,0
101800000076 (集中交易) ,101038.16,9767,9767,9767,0,43550701.028,14097945.18,29442988.848,0,43540934.028,24473.407,0.65,0.27,0
