账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,266430.22,266430.22,266430.22,266430.22,0,11879191.368,3311729.12,8301032.028,0,11612761.148,-135597.795,0,0,0
101800000076 (集中交易) ,266430.22,266430.22,266430.22,266430.22,0,11879191.368,3311729.12,8301032.028,0,11612761.148,-135597.795,0,0,0
