账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,1133692.57,1133692.57,1133692.57,1133692.57,0,43675994.94,29691774.41,12850527.96,0,42542302.37,861178.409,0,0,0
101800000076 (集中交易) ,1133692.57,1133692.57,1133692.57,1133692.57,0,43675994.94,29691774.41,12850527.96,0,42542302.37,861178.409,0,0,0
