账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,52688.46,52688.46,52688.46,52688.46,0,42300675.986,11121565.01,31126422.516,0,42247987.526,300709.321,0,0,0
101800000076 (集中交易) ,52688.46,52688.46,52688.46,52688.46,0,42300675.986,11121565.01,31126422.516,0,42247987.526,300709.321,0,0,0
