账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,1142440.12,674650.07,674650.07,674650.07,0,43778022.069,31251168.4,11852203.599,0,43103371.999,956121.335,0,0,0
101800000076 (集中交易) ,1142440.12,674650.07,674650.07,674650.07,0,43778022.069,31251168.4,11852203.599,0,43103371.999,956121.335,0.79,0.23,0
