账户,昨日余额,当前余额,可用数,可取数,冻结数,账户资产,股票市值,基金市值,回购市值,参考市值,参考盈亏,成交申报比,撤单申报比,拒单申报比
全部账户,696510.42,696510.42,696486.82,696486.82,0,43826615.969,31275079.52,11855026.029,0,43130105.549,1004312.1,0,0,0
101800000076 (集中交易) ,696510.42,696510.42,696486.82,696486.82,0,43826615.969,31275079.52,11855026.029,0,43130105.549,1004312.1,0,0,0
